epoch,loss,val_loss
0,0.2896120250225067,0.23823092877864838
1,0.22916856408119202,0.2259017676115036
2,0.21423397958278656,0.2525821924209595
3,0.20211324095726013,0.22219468653202057
4,0.19572797417640686,0.21267874538898468
5,0.1869438886642456,0.22011317312717438
6,0.18098239600658417,0.20152603089809418
7,0.1758376508951187,0.20906314253807068
8,0.17233416438102722,0.2625504434108734
9,0.16963036358356476,0.21719537675380707
10,0.16291210055351257,0.2602178752422333
11,0.15984205901622772,0.22419384121894836
12,0.1529669612646103,0.2069661021232605
13,0.14917205274105072,0.2208980768918991
14,0.145382359623909,0.20129385590553284
15,0.1421198546886444,0.26667317748069763
16,0.13744567334651947,0.2559429109096527
17,0.13563725352287292,0.22864452004432678
18,0.12943628430366516,0.2037554383277893
19,0.12676726281642914,0.2077106535434723
20,0.12386035174131393,0.20771992206573486
21,0.12260410934686661,0.20558591187000275
22,0.12041638791561127,0.19326353073120117
23,0.1175842359662056,0.1992742419242859
24,0.1155998632311821,0.30974745750427246
25,0.11308017373085022,0.18992699682712555
26,0.10979381948709488,0.20662851631641388
27,0.1068994328379631,0.2043628990650177
28,0.10459332168102264,0.204449862241745
29,0.10471006482839584,0.19680006802082062
30,0.10166417807340622,0.19654275476932526
31,0.09843050688505173,0.21898368000984192
32,0.09913825243711472,0.27012383937835693
33,0.09708474576473236,0.21556903421878815
34,0.094794362783432,0.1942303627729416
35,0.09167966991662979,0.1954239159822464
36,0.09198912978172302,0.1928011178970337
37,0.09117472171783447,0.20517085492610931
38,0.08897078782320023,0.23401743173599243
39,0.08748965710401535,0.19534163177013397
40,0.0854361280798912,0.18998676538467407
41,0.08616432547569275,0.22390085458755493
42,0.08251999318599701,0.19220922887325287
43,0.08119463175535202,0.2528127133846283
44,0.08137309551239014,0.20028552412986755
45,0.07946918904781342,0.19558098912239075
46,0.07831873744726181,0.1952049434185028
47,0.0767555683851242,0.19744978845119476
48,0.07776632159948349,0.20017759501934052
49,0.07655663043260574,0.20307841897010803
50,0.07598410546779633,0.21023958921432495
51,0.07485887408256531,0.19775331020355225
52,0.0729990303516388,0.19182655215263367
53,0.07307447493076324,0.20233967900276184
54,0.06965181976556778,0.19327068328857422
55,0.07037504762411118,0.19343586266040802
56,0.07075022906064987,0.20095230638980865
57,0.06960231065750122,0.18913696706295013
58,0.06789403408765793,0.19331850111484528
59,0.06814523786306381,0.20516431331634521
60,0.06590772420167923,0.19516989588737488
61,0.06595712155103683,0.2030017375946045
62,0.06620483845472336,0.20213107764720917
63,0.06452427059412003,0.19352374970912933
64,0.06441561132669449,0.18834802508354187
65,0.06349091231822968,0.20652471482753754
66,0.06253362447023392,0.20279303193092346
67,0.06153417006134987,0.19426977634429932
68,0.06133473291993141,0.1974821388721466
69,0.06029996648430824,0.19675414264202118
70,0.06086091697216034,0.22133314609527588
71,0.06077810376882553,0.19052115082740784
72,0.05855432525277138,0.19153548777103424
73,0.059251874685287476,0.1903439164161682
74,0.057359736412763596,0.19843775033950806
75,0.05788131430745125,0.18686258792877197
76,0.05768252909183502,0.19185595214366913
77,0.056884970515966415,0.19327667355537415
78,0.05687436833977699,0.19338949024677277
79,0.05622100085020065,0.19006791710853577
80,0.055306900292634964,0.1917717456817627
81,0.053880028426647186,0.20708675682544708
82,0.05420936644077301,0.1880531907081604
83,0.053418006747961044,0.18612441420555115
84,0.05399683117866516,0.190751314163208
85,0.05265247821807861,0.1886003315448761
86,0.052429430186748505,0.1923454999923706
87,0.05204951390624046,0.21106912195682526
88,0.051915958523750305,0.19477252662181854
89,0.05168228596448898,0.20646661520004272
90,0.05069490522146225,0.19088228046894073
91,0.04971131309866905,0.18922840058803558
92,0.051374152302742004,0.19129984080791473
93,0.049427226185798645,0.19321756064891815
94,0.04943447560071945,0.1970888376235962
95,0.04816654697060585,0.19204209744930267
96,0.04907020553946495,0.18883539736270905
97,0.04948272556066513,0.18468786776065826
98,0.049633998423814774,0.1881142258644104
99,0.04831792414188385,0.19473393261432648
